angle_class,FeatureIds
0,28
0,28
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
0,11
4,26
4,26
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
4,26
4,26
0,28
0,28
0,28
0,28
4,26
4,26
4,26
4,26
4,26
0,28
0,28
0,28
0,28
4,26
4,26
4,26
4,26
4,26
0,28
0,28
0,28
0,28
4,26
4,26
4,26
4,26
4,26
0,28
0,28
0,28
0,28
4,26
4,26
4,26
4,26
4,26
4,26
0,28
0,28
0,28
4,26
4,26
4,26
4,26
4,26
4,26
0,28
0,28
0,28
4,26
0,32
4,26
4,26
0,14
4,26
4,26
0,28
0,28
4,26
0,32
0,32
0,32
4,26
4,26
4,26
0,28
0,28
4,26
0,32
0,32
0,32
4,26
4,26
4,26
0,28
0,28
4,26
0,32
4,33
0,32
4,26
0,32
4,26
4,26
0,28
4,26
0,32
0,32
0,32
0,32
0,32
4,26
4,26
0,28
4,26
0,32
0,32
0,32
0,32
0,32
4,26
4,26
0,28
0,32
0,32
0,32
0,32
0,32
0,32
4,26
4,26
4,26
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,26
4,26
0,32
0,32
0,32
0,32
0,32
4,12
0,32
0,32
4,26
4,1
0,32
0,32
0,32
4,12
0,32
0,32
0,32
4,26
0,32
0,32
0,32
0,32
4,12
0,32
0,32
0,32
4,26
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,26
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,26
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,31
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,19
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,19
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,18
0,32
0,32
4,7
0,32
0,32
0,32
0,32
0,32
4,18
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,3
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,3
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,28
0,28
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
0,11
4,26
4,26
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
4,26
4,26
0,28
0,28
0,28
0,28
4,26
4,26
4,26
4,26
4,26
0,28
0,28
0,28
0,28
4,26
4,26
4,26
4,26
4,26
0,28
0,28
0,28
0,28
4,26
4,26
4,26
4,26
4,26
0,28
0,28
0,28
0,28
4,26
4,26
4,26
4,26
4,26
4,26
0,28
0,28
0,28
4,26
4,26
4,26
4,26
4,26
4,26
0,28
0,28
0,28
4,26
0,32
4,26
4,26
0,14
4,26
4,26
0,28
0,28
4,26
0,32
0,32
4,26
4,26
4,26
4,26
0,28
0,28
4,26
0,32
0,32
0,32
4,26
4,26
4,26
0,28
0,28
4,26
0,32
4,33
0,32
0,32
4,26
4,26
4,26
0,28
4,26
0,32
0,32
0,32
0,32
0,32
4,26
4,26
0,28
0,32
0,32
0,32
0,32
0,32
0,32
4,26
4,26
0,28
0,32
0,32
0,32
0,32
0,32
0,32
4,26
4,26
4,26
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,26
4,26
0,32
0,32
0,32
0,32
0,32
4,12
0,32
0,32
4,26
4,1
0,32
0,32
0,32
4,12
0,32
0,32
0,32
4,26
0,32
0,32
0,32
0,32
4,12
0,32
0,32
0,32
4,26
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,26
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,26
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,31
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,19
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,18
0,32
0,32
4,7
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,3
4,3
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,28
0,28
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
0,11
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
0,11
4,26
4,26
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
4,26
4,26
0,28
0,28
0,28
0,28
4,26
4,26
4,26
4,26
4,26
0,28
0,28
0,28
0,28
4,26
4,26
4,26
4,26
4,26
0,28
0,28
0,28
0,28
4,26
4,26
4,26
4,26
4,26
0,28
0,28
0,28
0,28
4,26
4,26
4,26
4,26
4,26
4,26
0,28
0,28
0,28
4,26
4,26
4,26
4,26
4,26
4,26
0,28
0,28
0,28
4,26
0,32
4,26
4,26
4,26
4,26
4,26
0,28
0,28
4,26
0,32
0,32
4,26
4,26
4,26
4,26
0,28
0,28
4,26
0,32
0,32
0,32
4,26
4,26
4,26
0,28
0,28
4,26
0,32
4,33
0,32
0,32
4,26
4,26
4,26
0,28
4,26
0,32
0,32
0,32
0,32
0,32
4,26
4,26
0,28
0,32
0,32
0,32
0,32
0,32
0,32
4,26
4,26
0,28
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,26
4,26
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,26
4,26
0,32
0,32
0,32
0,32
0,32
4,12
0,32
0,32
4,26
4,1
0,32
0,32
0,32
4,12
0,32
0,32
0,32
4,26
0,32
0,32
0,32
0,32
4,12
0,32
0,32
0,32
4,26
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,26
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,26
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,31
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,19
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,18
0,32
0,32
4,7
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
4,3
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,32
0,28
0,28
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
0,28
0,28
4,26
4,26
4,26
0,28
0,28
0,28
0,28
